year,state,pres_elect
2001,Indiana,REPUBLICAN (56.65%)
2002,Indiana,REPUBLICAN (56.65%)
2003,Indiana,REPUBLICAN (56.65%)
2004,Indiana,REPUBLICAN (59.94%)
2005,Indiana,REPUBLICAN (59.94%)
2006,Indiana,REPUBLICAN (59.94%)
2007,Indiana,REPUBLICAN (59.94%)
2008,Indiana,DEMOCRAT (49.95%)
2009,Indiana,DEMOCRAT (49.95%)
2010,Indiana,DEMOCRAT (49.95%)
2011,Indiana,DEMOCRAT (49.95%)
2012,Indiana,REPUBLICAN (54.13%)
2013,Indiana,REPUBLICAN (54.13%)
2014,Indiana,REPUBLICAN (54.13%)
2015,Indiana,REPUBLICAN (54.13%)
2016,Indiana,REPUBLICAN (56.94%)
2017,Indiana,REPUBLICAN (56.94%)
2018,Indiana,REPUBLICAN (56.94%)
2019,Indiana,REPUBLICAN (56.94%)
2020,Indiana,REPUBLICAN (57.02%)
1976,Iowa,REPUBLICAN (49.47%)
1977,Iowa,REPUBLICAN (49.47%)
1978,Iowa,REPUBLICAN (49.47%)
1979,Iowa,REPUBLICAN (49.47%)
1980,Iowa,REPUBLICAN (51.31%)
1981,Iowa,REPUBLICAN (51.31%)
1982,Iowa,REPUBLICAN (51.31%)
1983,Iowa,REPUBLICAN (51.31%)
1984,Iowa,REPUBLICAN (53.27%)
1985,Iowa,REPUBLICAN (53.27%)
1986,Iowa,REPUBLICAN (53.27%)
1987,Iowa,REPUBLICAN (53.27%)
1988,Iowa,DEMOCRAT (54.71%)
1989,Iowa,DEMOCRAT (54.71%)
1990,Iowa,DEMOCRAT (54.71%)
1991,Iowa,DEMOCRAT (54.71%)
1992,Iowa,DEMOCRAT (43.29%)
1993,Iowa,DEMOCRAT (43.29%)
1994,Iowa,DEMOCRAT (43.29%)
1995,Iowa,DEMOCRAT (43.29%)
1996,Iowa,DEMOCRAT (50.26%)
1997,Iowa,DEMOCRAT (50.26%)
1998,Iowa,DEMOCRAT (50.26%)
1999,Iowa,DEMOCRAT (50.26%)
2000,Iowa,DEMOCRAT (47.19%)
2001,Iowa,DEMOCRAT (47.19%)
2002,Iowa,DEMOCRAT (47.19%)
2003,Iowa,DEMOCRAT (47.19%)
2004,Iowa,REPUBLICAN (49.9%)
2005,Iowa,REPUBLICAN (49.9%)
2006,Iowa,REPUBLICAN (49.9%)
2007,Iowa,REPUBLICAN (49.9%)
2008,Iowa,DEMOCRAT (53.93%)
2009,Iowa,DEMOCRAT (53.93%)
2010,Iowa,DEMOCRAT (53.93%)
2011,Iowa,DEMOCRAT (53.93%)
2012,Iowa,DEMOCRAT (51.99%)
2013,Iowa,DEMOCRAT (51.99%)
2014,Iowa,DEMOCRAT (51.99%)
2015,Iowa,DEMOCRAT (51.99%)
2016,Iowa,REPUBLICAN (51.16%)
2017,Iowa,REPUBLICAN (51.16%)
2018,Iowa,REPUBLICAN (51.16%)
2019,Iowa,REPUBLICAN (51.16%)
2020,Iowa,REPUBLICAN (52.8%)
1976,Kansas,REPUBLICAN (52.49%)
1977,Kansas,REPUBLICAN (52.49%)
1978,Kansas,REPUBLICAN (52.49%)
1979,Kansas,REPUBLICAN (52.49%)
1980,Kansas,REPUBLICAN (57.85%)
1981,Kansas,REPUBLICAN (57.85%)
1982,Kansas,REPUBLICAN (57.85%)
1983,Kansas,REPUBLICAN (57.85%)
1984,Kansas,REPUBLICAN (66.27%)
1985,Kansas,REPUBLICAN (66.27%)
1986,Kansas,REPUBLICAN (66.27%)
1987,Kansas,REPUBLICAN (66.27%)
1988,Kansas,REPUBLICAN (55.79%)
1989,Kansas,REPUBLICAN (55.79%)
1990,Kansas,REPUBLICAN (55.79%)
1991,Kansas,REPUBLICAN (55.79%)
1992,Kansas,REPUBLICAN (38.88%)
1993,Kansas,REPUBLICAN (38.88%)
1994,Kansas,REPUBLICAN (38.88%)
1995,Kansas,REPUBLICAN (38.88%)
1996,Kansas,REPUBLICAN (54.29%)
1997,Kansas,REPUBLICAN (54.29%)
1998,Kansas,REPUBLICAN (54.29%)
1999,Kansas,REPUBLICAN (54.29%)
2000,Kansas,REPUBLICAN (58.04%)
2001,Kansas,REPUBLICAN (58.04%)
2002,Kansas,REPUBLICAN (58.04%)
2003,Kansas,REPUBLICAN (58.04%)
2004,Kansas,REPUBLICAN (62%)
2005,Kansas,REPUBLICAN (62%)
2006,Kansas,REPUBLICAN (62%)
2007,Kansas,REPUBLICAN (62%)
2008,Kansas,REPUBLICAN (56.61%)
2009,Kansas,REPUBLICAN (56.61%)
2010,Kansas,REPUBLICAN (56.61%)
2011,Kansas,REPUBLICAN (56.61%)
2012,Kansas,REPUBLICAN (59.71%)
2013,Kansas,REPUBLICAN (59.71%)
2014,Kansas,REPUBLICAN (59.71%)
2015,Kansas,REPUBLICAN (59.71%)
2016,Kansas,REPUBLICAN (56.65%)
2017,Kansas,REPUBLICAN (56.65%)
2018,Kansas,REPUBLICAN (56.65%)
2019,Kansas,REPUBLICAN (56.65%)
2020,Kansas,REPUBLICAN (56.21%)
1976,Kentucky,DEMOCRAT (52.75%)
1977,Kentucky,DEMOCRAT (52.75%)
1978,Kentucky,DEMOCRAT (52.75%)
1979,Kentucky,DEMOCRAT (52.75%)
1980,Kentucky,REPUBLICAN (49.03%)
1981,Kentucky,REPUBLICAN (49.03%)
1982,Kentucky,REPUBLICAN (49.03%)
1983,Kentucky,REPUBLICAN (49.03%)
1984,Kentucky,REPUBLICAN (60.01%)
1985,Kentucky,REPUBLICAN (60.01%)
1986,Kentucky,REPUBLICAN (60.01%)
1987,Kentucky,REPUBLICAN (60.01%)
1988,Kentucky,REPUBLICAN (55.52%)
1989,Kentucky,REPUBLICAN (55.52%)
1990,Kentucky,REPUBLICAN (55.52%)
1991,Kentucky,REPUBLICAN (55.52%)
1992,Kentucky,DEMOCRAT (44.55%)
1993,Kentucky,DEMOCRAT (44.55%)
1994,Kentucky,DEMOCRAT (44.55%)
1995,Kentucky,DEMOCRAT (44.55%)
1996,Kentucky,DEMOCRAT (45.84%)
1997,Kentucky,DEMOCRAT (45.84%)
1998,Kentucky,DEMOCRAT (45.84%)
1999,Kentucky,DEMOCRAT (45.84%)
2000,Kentucky,REPUBLICAN (56.51%)
2001,Kentucky,REPUBLICAN (56.51%)
2002,Kentucky,REPUBLICAN (56.51%)
2003,Kentucky,REPUBLICAN (56.51%)
2004,Kentucky,REPUBLICAN (59.55%)
2005,Kentucky,REPUBLICAN (59.55%)
2006,Kentucky,REPUBLICAN (59.55%)
2007,Kentucky,REPUBLICAN (59.55%)
2008,Kentucky,REPUBLICAN (57.4%)
2009,Kentucky,REPUBLICAN (57.4%)
2010,Kentucky,REPUBLICAN (57.4%)
2011,Kentucky,REPUBLICAN (57.4%)
2012,Kentucky,REPUBLICAN (60.49%)
2013,Kentucky,REPUBLICAN (60.49%)
2014,Kentucky,REPUBLICAN (60.49%)
2015,Kentucky,REPUBLICAN (60.49%)
2016,Kentucky,REPUBLICAN (62.52%)
2017,Kentucky,REPUBLICAN (62.52%)
2018,Kentucky,REPUBLICAN (62.52%)
2019,Kentucky,REPUBLICAN (62.52%)
2020,Kentucky,REPUBLICAN (62.09%)
1976,Louisiana,DEMOCRAT (51.77%)
1977,Louisiana,DEMOCRAT (51.77%)
1978,Louisiana,DEMOCRAT (51.77%)
1979,Louisiana,DEMOCRAT (51.77%)
1980,Louisiana,REPUBLICAN (51.2%)
1981,Louisiana,REPUBLICAN (51.2%)
1982,Louisiana,REPUBLICAN (51.2%)
1983,Louisiana,REPUBLICAN (51.2%)
1984,Louisiana,REPUBLICAN (60.77%)
1985,Louisiana,REPUBLICAN (60.77%)
1986,Louisiana,REPUBLICAN (60.77%)
1987,Louisiana,REPUBLICAN (60.77%)
1988,Louisiana,REPUBLICAN (54.27%)
1989,Louisiana,REPUBLICAN (54.27%)
1990,Louisiana,REPUBLICAN (54.27%)
1991,Louisiana,REPUBLICAN (54.27%)
1992,Louisiana,DEMOCRAT (45.58%)
1993,Louisiana,DEMOCRAT (45.58%)
1994,Louisiana,DEMOCRAT (45.58%)
1995,Louisiana,DEMOCRAT (45.58%)
1996,Louisiana,DEMOCRAT (52.01%)
1997,Louisiana,DEMOCRAT (52.01%)
1998,Louisiana,DEMOCRAT (52.01%)
1999,Louisiana,DEMOCRAT (52.01%)
2000,Louisiana,REPUBLICAN (52.55%)
2001,Louisiana,REPUBLICAN (52.55%)
2002,Louisiana,REPUBLICAN (52.55%)
2003,Louisiana,REPUBLICAN (52.55%)
2004,Louisiana,REPUBLICAN (56.72%)
2005,Louisiana,REPUBLICAN (56.72%)
2006,Louisiana,REPUBLICAN (56.72%)
2007,Louisiana,REPUBLICAN (56.72%)
2008,Louisiana,REPUBLICAN (58.56%)
2009,Louisiana,REPUBLICAN (58.56%)
2010,Louisiana,REPUBLICAN (58.56%)
2011,Louisiana,REPUBLICAN (58.56%)
2012,Louisiana,REPUBLICAN (57.78%)
2013,Louisiana,REPUBLICAN (57.78%)
2014,Louisiana,REPUBLICAN (57.78%)
2015,Louisiana,REPUBLICAN (57.78%)
2016,Louisiana,REPUBLICAN (58.09%)
2017,Louisiana,REPUBLICAN (58.09%)
2018,Louisiana,REPUBLICAN (58.09%)
2019,Louisiana,REPUBLICAN (58.09%)
2020,Louisiana,REPUBLICAN (58.46%)
1976,Maine,REPUBLICAN (48.93%)
1977,Maine,REPUBLICAN (48.93%)
1978,Maine,REPUBLICAN (48.93%)
1979,Maine,REPUBLICAN (48.93%)
1980,Maine,REPUBLICAN (45.61%)
1981,Maine,REPUBLICAN (45.61%)
1982,Maine,REPUBLICAN (45.61%)
1983,Maine,REPUBLICAN (45.61%)
1984,Maine,REPUBLICAN (60.83%)
1985,Maine,REPUBLICAN (60.83%)
1986,Maine,REPUBLICAN (60.83%)
1987,Maine,REPUBLICAN (60.83%)
1988,Maine,REPUBLICAN (55.34%)
1989,Maine,REPUBLICAN (55.34%)
1990,Maine,REPUBLICAN (55.34%)
1991,Maine,REPUBLICAN (55.34%)
1992,Maine,DEMOCRAT (38.77%)
1993,Maine,DEMOCRAT (38.77%)
1994,Maine,DEMOCRAT (38.77%)
1995,Maine,DEMOCRAT (38.77%)
1996,Maine,DEMOCRAT (51.62%)
1997,Maine,DEMOCRAT (51.62%)
1998,Maine,DEMOCRAT (51.62%)
1999,Maine,DEMOCRAT (51.62%)
2000,Maine,DEMOCRAT (49.09%)
2001,Maine,DEMOCRAT (49.09%)
2002,Maine,DEMOCRAT (49.09%)
2003,Maine,DEMOCRAT (49.09%)
2004,Maine,DEMOCRAT (53.57%)
2005,Maine,DEMOCRAT (53.57%)
2006,Maine,DEMOCRAT (53.57%)
2007,Maine,DEMOCRAT (53.57%)
2008,Maine,DEMOCRAT (57.71%)
2009,Maine,DEMOCRAT (57.71%)
2010,Maine,DEMOCRAT (57.71%)
2011,Maine,DEMOCRAT (57.71%)
2012,Maine,DEMOCRAT (55.37%)
2013,Maine,DEMOCRAT (55.37%)
2014,Maine,DEMOCRAT (55.37%)
2015,Maine,DEMOCRAT (55.37%)
2016,Maine,DEMOCRAT (46.35%)
2017,Maine,DEMOCRAT (46.35%)
2018,Maine,DEMOCRAT (46.35%)
2019,Maine,DEMOCRAT (46.35%)
2020,Maine,DEMOCRAT (52.53%)
1976,Maryland,DEMOCRAT (53.04%)
1977,Maryland,DEMOCRAT (53.04%)
1978,Maryland,DEMOCRAT (53.04%)
1979,Maryland,DEMOCRAT (53.04%)
1980,Maryland,DEMOCRAT (47.14%)
1981,Maryland,DEMOCRAT (47.14%)
1982,Maryland,DEMOCRAT (47.14%)
1983,Maryland,DEMOCRAT (47.14%)
1984,Maryland,REPUBLICAN (52.51%)
1985,Maryland,REPUBLICAN (52.51%)
1986,Maryland,REPUBLICAN (52.51%)
1987,Maryland,REPUBLICAN (52.51%)
1988,Maryland,REPUBLICAN (51.11%)
1989,Maryland,REPUBLICAN (51.11%)
1990,Maryland,REPUBLICAN (51.11%)
1991,Maryland,REPUBLICAN (51.11%)
1992,Maryland,DEMOCRAT (49.81%)
1993,Maryland,DEMOCRAT (49.81%)
1994,Maryland,DEMOCRAT (49.81%)
1995,Maryland,DEMOCRAT (49.81%)
1996,Maryland,DEMOCRAT (54.25%)
1997,Maryland,DEMOCRAT (54.25%)
1998,Maryland,DEMOCRAT (54.25%)
1999,Maryland,DEMOCRAT (54.25%)
2000,Maryland,DEMOCRAT (56.49%)
2001,Maryland,DEMOCRAT (56.49%)
2002,Maryland,DEMOCRAT (56.49%)
2003,Maryland,DEMOCRAT (56.49%)
2004,Maryland,DEMOCRAT (55.97%)
2005,Maryland,DEMOCRAT (55.97%)
2006,Maryland,DEMOCRAT (55.97%)
2007,Maryland,DEMOCRAT (55.97%)
2008,Maryland,DEMOCRAT (61.92%)
2009,Maryland,DEMOCRAT (61.92%)
2010,Maryland,DEMOCRAT (61.92%)
2011,Maryland,DEMOCRAT (61.92%)
2012,Maryland,DEMOCRAT (61.97%)
2013,Maryland,DEMOCRAT (61.97%)
2014,Maryland,DEMOCRAT (61.97%)
2015,Maryland,DEMOCRAT (61.97%)
2016,Maryland,DEMOCRAT (60.33%)
2017,Maryland,DEMOCRAT (60.33%)
2018,Maryland,DEMOCRAT (60.33%)
2019,Maryland,DEMOCRAT (60.33%)
2020,Maryland,DEMOCRAT (65.36%)
1976,Massachusetts,DEMOCRAT (56.11%)
1977,Massachusetts,DEMOCRAT (56.11%)
1978,Massachusetts,DEMOCRAT (56.11%)
1979,Massachusetts,DEMOCRAT (56.11%)
1980,Massachusetts,REPUBLICAN (41.9%)
1981,Massachusetts,REPUBLICAN (41.9%)
1982,Massachusetts,REPUBLICAN (41.9%)
1983,Massachusetts,REPUBLICAN (41.9%)
1984,Massachusetts,REPUBLICAN (51.22%)
1985,Massachusetts,REPUBLICAN (51.22%)
1986,Massachusetts,REPUBLICAN (51.22%)
1987,Massachusetts,REPUBLICAN (51.22%)
1988,Massachusetts,DEMOCRAT (53.23%)
1989,Massachusetts,DEMOCRAT (53.23%)
1990,Massachusetts,DEMOCRAT (53.23%)
1991,Massachusetts,DEMOCRAT (53.23%)
1992,Massachusetts,DEMOCRAT (47.54%)
1993,Massachusetts,DEMOCRAT (47.54%)
1994,Massachusetts,DEMOCRAT (47.54%)
1995,Massachusetts,DEMOCRAT (47.54%)
1996,Massachusetts,DEMOCRAT (61.47%)
1997,Massachusetts,DEMOCRAT (61.47%)
1998,Massachusetts,DEMOCRAT (61.47%)
1999,Massachusetts,DEMOCRAT (61.47%)
2000,Massachusetts,DEMOCRAT (59.13%)
2001,Massachusetts,DEMOCRAT (59.13%)
2002,Massachusetts,DEMOCRAT (59.13%)
2003,Massachusetts,DEMOCRAT (59.13%)
2004,Massachusetts,DEMOCRAT (61.62%)
2005,Massachusetts,DEMOCRAT (61.62%)
2006,Massachusetts,DEMOCRAT (61.62%)
2007,Massachusetts,DEMOCRAT (61.62%)
2008,Massachusetts,DEMOCRAT (61.36%)
2009,Massachusetts,DEMOCRAT (61.36%)
2010,Massachusetts,DEMOCRAT (61.36%)
2011,Massachusetts,DEMOCRAT (61.36%)
2012,Massachusetts,DEMOCRAT (60.34%)
2013,Massachusetts,DEMOCRAT (60.34%)
2014,Massachusetts,DEMOCRAT (60.34%)
2015,Massachusetts,DEMOCRAT (60.34%)
2016,Massachusetts,DEMOCRAT (59.05%)
2017,Massachusetts,DEMOCRAT (59.05%)
2018,Massachusetts,DEMOCRAT (59.05%)
2019,Massachusetts,DEMOCRAT (59.05%)
2020,Massachusetts,DEMOCRAT (65.12%)
1976,Michigan,REPUBLICAN (51.86%)
1977,Michigan,REPUBLICAN (51.86%)
1978,Michigan,REPUBLICAN (51.86%)
1979,Michigan,REPUBLICAN (51.86%)
1980,Michigan,REPUBLICAN (48.99%)
1981,Michigan,REPUBLICAN (48.99%)
1982,Michigan,REPUBLICAN (48.99%)
1983,Michigan,REPUBLICAN (48.99%)
1984,Michigan,REPUBLICAN (59.23%)
1985,Michigan,REPUBLICAN (59.23%)
1986,Michigan,REPUBLICAN (59.23%)
1987,Michigan,REPUBLICAN (59.23%)
1988,Michigan,REPUBLICAN (53.57%)
1989,Michigan,REPUBLICAN (53.57%)
1990,Michigan,REPUBLICAN (53.57%)
1991,Michigan,REPUBLICAN (53.57%)
1992,Michigan,DEMOCRAT (43.77%)
1993,Michigan,DEMOCRAT (43.77%)
1994,Michigan,DEMOCRAT (43.77%)
1995,Michigan,DEMOCRAT (43.77%)
1996,Michigan,DEMOCRAT (51.69%)
1997,Michigan,DEMOCRAT (51.69%)
1998,Michigan,DEMOCRAT (51.69%)
1999,Michigan,DEMOCRAT (51.69%)
2000,Michigan,DEMOCRAT (51.28%)
2001,Michigan,DEMOCRAT (51.28%)
2002,Michigan,DEMOCRAT (51.28%)
2003,Michigan,DEMOCRAT (51.28%)
2004,Michigan,DEMOCRAT (51.23%)
2005,Michigan,DEMOCRAT (51.23%)
2006,Michigan,DEMOCRAT (51.23%)
2007,Michigan,DEMOCRAT (51.23%)
2008,Michigan,DEMOCRAT (57.43%)
2009,Michigan,DEMOCRAT (57.43%)
2010,Michigan,DEMOCRAT (57.43%)
2011,Michigan,DEMOCRAT (57.43%)
2012,Michigan,DEMOCRAT (54.21%)
2013,Michigan,DEMOCRAT (54.21%)
2014,Michigan,DEMOCRAT (54.21%)
2015,Michigan,DEMOCRAT (54.21%)
2016,Michigan,REPUBLICAN (47.5%)
2017,Michigan,REPUBLICAN (47.5%)
2018,Michigan,REPUBLICAN (47.5%)
2019,Michigan,REPUBLICAN (47.5%)
2020,Michigan,DEMOCRAT (50.62%)
1976,Minnesota,DEMOCRAT (54.9%)
1977,Minnesota,DEMOCRAT (54.9%)
1978,Minnesota,DEMOCRAT (54.9%)
1979,Minnesota,DEMOCRAT (54.9%)
1980,Minnesota,DEMOCRAT (46.5%)
1981,Minnesota,DEMOCRAT (46.5%)
1982,Minnesota,DEMOCRAT (46.5%)
1983,Minnesota,DEMOCRAT (46.5%)
1984,Minnesota,DEMOCRAT (49.72%)
1985,Minnesota,DEMOCRAT (49.72%)
1986,Minnesota,DEMOCRAT (49.72%)
1987,Minnesota,DEMOCRAT (49.72%)
1988,Minnesota,DEMOCRAT (52.91%)
1989,Minnesota,DEMOCRAT (52.91%)
1990,Minnesota,DEMOCRAT (52.91%)
1991,Minnesota,DEMOCRAT (52.91%)
1992,Minnesota,DEMOCRAT (43.48%)
1993,Minnesota,DEMOCRAT (43.48%)
1994,Minnesota,DEMOCRAT (43.48%)
1995,Minnesota,DEMOCRAT (43.48%)
1996,Minnesota,DEMOCRAT (51.1%)
1997,Minnesota,DEMOCRAT (51.1%)
1998,Minnesota,DEMOCRAT (51.1%)
1999,Minnesota,DEMOCRAT (51.1%)
2000,Minnesota,DEMOCRAT (47.91%)
2001,Minnesota,DEMOCRAT (47.91%)
2002,Minnesota,DEMOCRAT (47.91%)
2003,Minnesota,DEMOCRAT (47.91%)
2004,Minnesota,DEMOCRAT (51.09%)
2005,Minnesota,DEMOCRAT (51.09%)
2006,Minnesota,DEMOCRAT (51.09%)
2007,Minnesota,DEMOCRAT (51.09%)
2008,Minnesota,DEMOCRAT (54.06%)
2009,Minnesota,DEMOCRAT (54.06%)
2010,Minnesota,DEMOCRAT (54.06%)
2011,Minnesota,DEMOCRAT (54.06%)
2012,Minnesota,DEMOCRAT (52.65%)
2013,Minnesota,DEMOCRAT (52.65%)
2014,Minnesota,DEMOCRAT (52.65%)
2015,Minnesota,DEMOCRAT (52.65%)
2016,Minnesota,DEMOCRAT (46.45%)
2017,Minnesota,DEMOCRAT (46.45%)
2018,Minnesota,DEMOCRAT (46.45%)
2019,Minnesota,DEMOCRAT (46.45%)
2020,Minnesota,DEMOCRAT (52.4%)
1976,Mississippi,DEMOCRAT (49.63%)
1977,Mississippi,DEMOCRAT (49.63%)
1978,Mississippi,DEMOCRAT (49.63%)
1979,Mississippi,DEMOCRAT (49.63%)
1980,Mississippi,REPUBLICAN (49.46%)
1981,Mississippi,REPUBLICAN (49.46%)
1982,Mississippi,REPUBLICAN (49.46%)
1983,Mississippi,REPUBLICAN (49.46%)
1984,Mississippi,REPUBLICAN (61.88%)
1985,Mississippi,REPUBLICAN (61.88%)
1986,Mississippi,REPUBLICAN (61.88%)
1987,Mississippi,REPUBLICAN (61.88%)
1988,Mississippi,REPUBLICAN (59.89%)
1989,Mississippi,REPUBLICAN (59.89%)
1990,Mississippi,REPUBLICAN (59.89%)
1991,Mississippi,REPUBLICAN (59.89%)
1992,Mississippi,REPUBLICAN (49.68%)
1993,Mississippi,REPUBLICAN (49.68%)
1994,Mississippi,REPUBLICAN (49.68%)
1995,Mississippi,REPUBLICAN (49.68%)
1996,Mississippi,REPUBLICAN (49.21%)
1997,Mississippi,REPUBLICAN (49.21%)
1998,Mississippi,REPUBLICAN (49.21%)
1999,Mississippi,REPUBLICAN (49.21%)
2000,Mississippi,REPUBLICAN (57.62%)
2001,Mississippi,REPUBLICAN (57.62%)
2002,Mississippi,REPUBLICAN (57.62%)
2003,Mississippi,REPUBLICAN (57.62%)
2004,Mississippi,REPUBLICAN (59.01%)
2005,Mississippi,REPUBLICAN (59.01%)
2006,Mississippi,REPUBLICAN (59.01%)
2007,Mississippi,REPUBLICAN (59.01%)
2008,Mississippi,REPUBLICAN (56.18%)
2009,Mississippi,REPUBLICAN (56.18%)
2010,Mississippi,REPUBLICAN (56.18%)
2011,Mississippi,REPUBLICAN (56.18%)
2012,Mississippi,REPUBLICAN (55.29%)
2013,Mississippi,REPUBLICAN (55.29%)
2014,Mississippi,REPUBLICAN (55.29%)
2015,Mississippi,REPUBLICAN (55.29%)
2016,Mississippi,REPUBLICAN (57.94%)
2017,Mississippi,REPUBLICAN (57.94%)
2018,Mississippi,REPUBLICAN (57.94%)
2019,Mississippi,REPUBLICAN (57.94%)
2020,Mississippi,REPUBLICAN (57.6%)
1976,Missouri,DEMOCRAT (51.1%)
1977,Missouri,DEMOCRAT (51.1%)
1978,Missouri,DEMOCRAT (51.1%)
1979,Missouri,DEMOCRAT (51.1%)
1980,Missouri,REPUBLICAN (51.16%)
1981,Missouri,REPUBLICAN (51.16%)
1982,Missouri,REPUBLICAN (51.16%)
1983,Missouri,REPUBLICAN (51.16%)
1984,Missouri,REPUBLICAN (60.02%)
1985,Missouri,REPUBLICAN (60.02%)
1986,Missouri,REPUBLICAN (60.02%)
1987,Missouri,REPUBLICAN (60.02%)
1988,Missouri,REPUBLICAN (51.83%)
1989,Missouri,REPUBLICAN (51.83%)
1990,Missouri,REPUBLICAN (51.83%)
1991,Missouri,REPUBLICAN (51.83%)
1992,Missouri,DEMOCRAT (44.07%)
1993,Missouri,DEMOCRAT (44.07%)
1994,Missouri,DEMOCRAT (44.07%)
1995,Missouri,DEMOCRAT (44.07%)
1996,Missouri,DEMOCRAT (47.54%)
1997,Missouri,DEMOCRAT (47.54%)
1998,Missouri,DEMOCRAT (47.54%)
1999,Missouri,DEMOCRAT (47.54%)
2000,Missouri,REPUBLICAN (50.42%)
2001,Missouri,REPUBLICAN (50.42%)
2002,Missouri,REPUBLICAN (50.42%)
2003,Missouri,REPUBLICAN (50.42%)
2004,Missouri,REPUBLICAN (53.3%)
2005,Missouri,REPUBLICAN (53.3%)
2006,Missouri,REPUBLICAN (53.3%)
2007,Missouri,REPUBLICAN (53.3%)
2008,Missouri,REPUBLICAN (49.43%)
2009,Missouri,REPUBLICAN (49.43%)
2010,Missouri,REPUBLICAN (49.43%)
2011,Missouri,REPUBLICAN (49.43%)
2012,Missouri,REPUBLICAN (53.76%)
2013,Missouri,REPUBLICAN (53.76%)
2014,Missouri,REPUBLICAN (53.76%)
2015,Missouri,REPUBLICAN (53.76%)
2016,Missouri,REPUBLICAN (56.77%)
2017,Missouri,REPUBLICAN (56.77%)
2018,Missouri,REPUBLICAN (56.77%)
2019,Missouri,REPUBLICAN (56.77%)
2020,Missouri,REPUBLICAN (56.8%)
1976,Montana,REPUBLICAN (52.84%)
1977,Montana,REPUBLICAN (52.84%)
1978,Montana,REPUBLICAN (52.84%)
1979,Montana,REPUBLICAN (52.84%)
1980,Montana,REPUBLICAN (56.82%)
1981,Montana,REPUBLICAN (56.82%)
1982,Montana,REPUBLICAN (56.82%)
1983,Montana,REPUBLICAN (56.82%)
1984,Montana,REPUBLICAN (60.47%)
1985,Montana,REPUBLICAN (60.47%)
1986,Montana,REPUBLICAN (60.47%)
1987,Montana,REPUBLICAN (60.47%)
1988,Montana,REPUBLICAN (52.07%)
1989,Montana,REPUBLICAN (52.07%)
1990,Montana,REPUBLICAN (52.07%)
1991,Montana,REPUBLICAN (52.07%)
1992,Montana,DEMOCRAT (37.63%)
1993,Montana,DEMOCRAT (37.63%)
1994,Montana,DEMOCRAT (37.63%)
1995,Montana,DEMOCRAT (37.63%)
1996,Montana,REPUBLICAN (44.13%)
1997,Montana,REPUBLICAN (44.13%)
1998,Montana,REPUBLICAN (44.13%)
1999,Montana,REPUBLICAN (44.13%)
2000,Montana,REPUBLICAN (58.44%)
2001,Montana,REPUBLICAN (58.44%)
2002,Montana,REPUBLICAN (58.44%)
2003,Montana,REPUBLICAN (58.44%)
2004,Montana,REPUBLICAN (59.07%)
2005,Montana,REPUBLICAN (59.07%)
2006,Montana,REPUBLICAN (59.07%)
2007,Montana,REPUBLICAN (59.07%)
2008,Montana,REPUBLICAN (49.53%)
2009,Montana,REPUBLICAN (49.53%)
2010,Montana,REPUBLICAN (49.53%)
2011,Montana,REPUBLICAN (49.53%)
2012,Montana,REPUBLICAN (55.35%)
2013,Montana,REPUBLICAN (55.35%)
2014,Montana,REPUBLICAN (55.35%)
2015,Montana,REPUBLICAN (55.35%)
2016,Montana,REPUBLICAN (56.47%)
2017,Montana,REPUBLICAN (56.47%)
2018,Montana,REPUBLICAN (56.47%)
2019,Montana,REPUBLICAN (56.47%)
2020,Montana,REPUBLICAN (56.92%)
1976,Nebraska,REPUBLICAN (59.2%)
1977,Nebraska,REPUBLICAN (59.2%)
1978,Nebraska,REPUBLICAN (59.2%)
1979,Nebraska,REPUBLICAN (59.2%)
1980,Nebraska,REPUBLICAN (65.55%)
1981,Nebraska,REPUBLICAN (65.55%)
1982,Nebraska,REPUBLICAN (65.55%)
1983,Nebraska,REPUBLICAN (65.55%)
1984,Nebraska,REPUBLICAN (70.55%)
1985,Nebraska,REPUBLICAN (70.55%)
1986,Nebraska,REPUBLICAN (70.55%)
1987,Nebraska,REPUBLICAN (70.55%)
1988,Nebraska,REPUBLICAN (60.16%)
1989,Nebraska,REPUBLICAN (60.16%)
1990,Nebraska,REPUBLICAN (60.16%)
1991,Nebraska,REPUBLICAN (60.16%)
1992,Nebraska,REPUBLICAN (46.6%)
1993,Nebraska,REPUBLICAN (46.6%)
1994,Nebraska,REPUBLICAN (46.6%)
1995,Nebraska,REPUBLICAN (46.6%)
1996,Nebraska,REPUBLICAN (53.65%)
1997,Nebraska,REPUBLICAN (53.65%)
1998,Nebraska,REPUBLICAN (53.65%)
1999,Nebraska,REPUBLICAN (53.65%)
2000,Nebraska,REPUBLICAN (62.25%)
2001,Nebraska,REPUBLICAN (62.25%)
2002,Nebraska,REPUBLICAN (62.25%)
2003,Nebraska,REPUBLICAN (62.25%)
2004,Nebraska,REPUBLICAN (65.9%)
2005,Nebraska,REPUBLICAN (65.9%)
2006,Nebraska,REPUBLICAN (65.9%)
2007,Nebraska,REPUBLICAN (65.9%)
2008,Nebraska,REPUBLICAN (56.53%)
2009,Nebraska,REPUBLICAN (56.53%)
2010,Nebraska,REPUBLICAN (56.53%)
2011,Nebraska,REPUBLICAN (56.53%)
2012,Nebraska,REPUBLICAN (59.8%)
2013,Nebraska,REPUBLICAN (59.8%)
2014,Nebraska,REPUBLICAN (59.8%)
